baseline_fraud_score,labellift_pseudo_label
0.0383102616855977,0.0383102616855977
0.1217499223357167,0.1217499223357167
0.0548499766893086,0.0548499766893086
0.0510218632256192,0.0510218632256192
0.085769125901672,0.085769125901672
0.0576510200167162,0.0
0.049115228169398,0.049115228169398
0.0838584630838937,0.0838584630838937
0.047137474786205,0.047137474786205
0.0609558436069271,0.0609558436069271
0.0744528750499091,0.0744528750499091
0.1007626133647221,0.1007626133647221
0.0827820800391197,0.0827820800391197
0.0640642499616121,0.0640642499616121
0.1450779997859685,0.1450779997859685
0.0595248841151803,0.0595248841151803
0.0572142492294601,0.0572142492294601
0.0370826738095712,0.0370826738095712
0.108258346543646,0.108258346543646
0.0421739859063805,0.0421739859063805
0.0382281003251751,0.0382281003251751
0.0560755741239415,0.0560755741239415
0.0506823759244886,0.0506823759244886
0.0744629162536279,0.0744629162536279
0.0733963668973495,0.0733963668973495
0.0640409825970378,0.0640409825970378
0.0907372981919628,0.0907372981919628
0.1417595689547429,0.1417595689547429
0.0831296790989421,0.0831296790989421
0.029254663520492,0.029254663520492
0.0519675215453151,0.0519675215453151
0.0465201089189296,0.0465201089189296
0.0924949427418363,0.0924949427418363
0.0335811966983187,0.0335811966983187
0.0929794231638809,0.0929794231638809
0.0685283463737084,0.0685283463737084
0.0459840450986452,0.0459840450986452
0.036708975983254,0.036708975983254
0.0457475764068269,0.0457475764068269
0.061525308867867,0.061525308867867
0.1222010569010053,0.1222010569010053
0.0894446549562431,0.0894446549562431
0.0736258145098675,0.0736258145098675
0.0996845800049387,0.0996845800049387
0.0484356392945744,0.0484356392945744
0.0790525821940293,0.0790525821940293
0.0883499485023493,0.0883499485023493
0.0865285288508458,0.0865285288508458
0.0513040763805472,0.0513040763805472
0.0636288852417144,0.0636288852417144
0.0576115946559708,0.0576115946559708
0.0965990785786645,0.0965990785786645
0.1214929988811757,0.1214929988811757
0.1170497203097909,0.1170497203097909
0.0629195531537435,0.0629195531537435
0.0656252262089539,0.0656252262089539
0.0386925768631104,0.0386925768631104
0.0932173745386037,0.0932173745386037
0.0853737911118368,0.0853737911118368
0.0574815818247143,0.0574815818247143
0.0501747824806381,0.0501747824806381
0.0869034631795069,0.0869034631795069
0.0356223109932063,0.0356223109932063
0.0636950666194484,0.0636950666194484
0.0719172793596842,0.0719172793596842
0.0666428129738364,0.0666428129738364
0.0296073801519307,0.0296073801519307
0.0917922747917978,0.0917922747917978
0.0353433938089985,0.0353433938089985
0.0877601867308389,0.0877601867308389
0.0248011799699986,0.0248011799699986
0.0644837578363371,0.0644837578363371
0.0830732365306825,0.0830732365306825
0.0555542791005006,0.0555542791005006
0.0840270930431499,0.0840270930431499
0.1205306561612093,0.1205306561612093
0.1042943857951704,0.1042943857951704
0.046830097052485,0.046830097052485
0.0573662580638392,0.0573662580638392
0.0422893233898596,0.0422893233898596
0.0529395423061251,0.0529395423061251
0.0623444598449095,0.0623444598449095
0.0942229915290432,0.0942229915290432
0.072375657972419,0.072375657972419
0.0782486976086854,0.0782486976086854
0.0662774254601207,0.0662774254601207
0.0923153068791542,0.0923153068791542
0.0513742615787402,0.0513742615787402
0.0373282326402772,0.0373282326402772
0.0574547759440258,0.0574547759440258
0.0423218448850435,0.0423218448850435
0.0799373729669507,0.0799373729669507
0.0837204526829198,0.0837204526829198
0.0620049618103109,0.0620049618103109
0.1327590772568307,0.1327590772568307
0.0923293753186377,0.0923293753186377
0.0399491984440426,0.0399491984440426
0.0881159169682199,0.0881159169682199
0.078227354703096,0.078227354703096
0.0696472182160401,0.0696472182160401
0.0901489803488612,0.0901489803488612
0.1039115869718253,0.1039115869718253
0.0582739758870403,0.0582739758870403
0.0724652992565625,0.0724652992565625
0.0931249879317203,0.0931249879317203
0.1064590630063282,0.1064590630063282
0.1102573898182794,0.1102573898182794
0.1051751455785514,0.1051751455785514
0.0697040399144454,0.0697040399144454
0.0898757929501958,0.0898757929501958
0.0929320123473922,0.0929320123473922
0.0628568614020279,0.0628568614020279
0.0468906943673026,0.0468906943673026
0.0463442553691427,0.0463442553691427
0.0585523721638372,0.0585523721638372
0.0434672989359629,0.0434672989359629
0.0432065338434182,0.0432065338434182
0.1696043702331514,0.1696043702331514
0.1073834527280244,0.1073834527280244
0.1085856874964264,0.1085856874964264
0.0697407654611587,0.0697407654611587
0.0873267517480566,0.0873267517480566
0.1090249324454766,0.0
0.2152430588664081,0.2152430588664081
0.1234606127652599,0.1234606127652599
0.0697602850714242,0.0697602850714242
0.0462518467524558,0.0462518467524558
0.060008008703642,0.060008008703642
0.0556171704360326,0.0556171704360326
0.05728326274983,0.05728326274983
0.0714107570463258,0.0714107570463258
0.0365378365390197,0.0365378365390197
0.071334807161942,0.071334807161942
0.0574382647386065,0.0574382647386065
0.0925079504227556,0.0925079504227556
0.0729185849646045,0.0729185849646045
0.115785381113228,0.115785381113228
0.065519248975736,0.065519248975736
0.0657199577946922,0.0
0.0501308469236852,0.0501308469236852
0.0630189403621723,0.0630189403621723
0.0658560620250011,0.0658560620250011
0.0531773171555104,0.0531773171555104
0.0738584463339295,0.0738584463339295
0.0465403144042143,0.0465403144042143
0.0647368083924686,0.0647368083924686
0.0902125500507004,0.0902125500507004
0.1268114888179413,0.1268114888179413
0.0552350477338472,0.0552350477338472
0.0597045966855503,0.0597045966855503
0.0495793003369196,0.0495793003369196
0.0541934979604427,0.0541934979604427
0.0766868599928874,0.0766868599928874
0.0715203862155028,0.0
0.06571455769341,0.06571455769341
0.0454585943209046,0.0454585943209046
0.0414883045994112,0.0414883045994112
0.1010317258972838,0.1010317258972838
0.0631538417582818,0.0631538417582818
0.091706871435839,0.091706871435839
0.049337460734407,0.049337460734407
0.0636482146144993,0.0636482146144993
0.0513870270657484,0.0513870270657484
0.0711725397579655,0.0711725397579655
0.0626799220200036,0.0626799220200036
0.052901056747338,0.052901056747338
0.0660166015188438,0.0660166015188438
0.0621976020326272,0.0621976020326272
0.0931122328599872,0.0931122328599872
0.1267339000931097,0.1267339000931097
0.0539705036313379,0.0539705036313379
0.0467749826345856,0.0467749826345856
0.0871713430470356,0.0871713430470356
0.0947303416876338,0.0947303416876338
0.0680233155077005,0.0680233155077005
0.0969365338320742,0.0969365338320742
0.0917642584630859,0.0917642584630859
0.1087128457860833,0.1087128457860833
0.0387515443292427,0.0387515443292427
0.0539801888113492,0.0539801888113492
0.0619899454124488,0.0619899454124488
0.0477794437350798,0.0477794437350798
0.0393806613342901,0.0393806613342901
0.0365601041761016,0.0365601041761016
0.0283635993970883,0.0283635993970883
0.0981613527663794,0.0981613527663794
0.0938703150457788,0.0938703150457788
0.0749658168864267,0.0749658168864267
0.0712688329714215,0.0712688329714215
0.0566041971719741,0.0566041971719741
0.0705138611218899,0.0705138611218899
0.0601828311123235,0.0601828311123235
0.1005666547438119,0.1005666547438119
0.0780916355416864,0.0780916355416864
0.0710000502475182,0.0710000502475182
0.0506896703022029,0.0506896703022029
0.0765524053874215,0.0765524053874215
0.0414876299957157,0.0414876299957157
0.0602470359587881,0.0602470359587881
0.052308449972561,0.052308449972561
0.0916812647597052,0.0916812647597052
0.0581943311277033,0.0581943311277033
0.0563111934269459,0.0563111934269459
0.0536438095604148,0.0536438095604148
0.0632583056126932,0.0632583056126932
0.0710106083917021,0.0710106083917021
0.0671007910181067,0.0671007910181067
0.0969964138778441,0.0
0.0949635376866964,0.0949635376866964
0.0499184343677665,0.0499184343677665
0.0521429232057472,0.0521429232057472
0.1246848361012979,0.1246848361012979
0.1061895315529304,0.1061895315529304
0.0720692243345082,0.0720692243345082
